Read_Length Time	Coverage	Method
75bp	677	1M250K	BRACER
75bp	660	1M250K	BRACER
75bp	721	1M250K	BRACER
75bp	718	1M250K	BRACER
75bp	670	1M250K	BRACER
75bp	696	1M250K	BRACER
75bp	641	1M250K	BRACER
75bp	668	1M250K	BRACER
75bp	662	1M250K	BRACER
75bp	732	1M250K	BRACER
75bp	731	1M250K	BRACER
75bp	678	1M250K	BRACER
75bp	674	1M250K	BRACER
75bp	686	1M250K	BRACER
75bp	657	1M250K	BRACER
75bp	674	1M250K	BRACER
75bp	729	1M250K	BRACER
75bp	644	1M250K	BRACER
75bp	649	1M250K	BRACER
75bp	680	1M250K	BRACER
75bp	694	1M250K	BRACER
75bp	634	1M250K	BRACER
75bp	688	1M250K	BRACER
75bp	653	1M250K	BRACER
75bp	651	1M250K	BRACER
75bp	649	1M250K	BRACER
75bp	657	1M250K	BRACER
75bp	750	1M250K	BRACER
75bp	664	1M250K	BRACER
75bp	686	1M250K	BRACER
75bp	661	1M250K	BRACER
75bp	673	1M250K	BRACER
75bp	661	1M250K	BRACER
75bp	709	1M250K	BRACER
50bp	671	1M250K	BRACER
50bp	925	1M250K	BRACER
50bp	930	1M250K	BRACER
50bp	710	1M250K	BRACER
50bp	775	1M250K	BRACER
50bp	778	1M250K	BRACER
50bp	832	1M250K	BRACER
50bp	814	1M250K	BRACER
50bp	861	1M250K	BRACER
50bp	827	1M250K	BRACER
50bp	826	1M250K	BRACER
50bp	672	1M250K	BRACER
50bp	820	1M250K	BRACER
50bp	713	1M250K	BRACER
50bp	716	1M250K	BRACER
50bp	807	1M250K	BRACER
50bp	802	1M250K	BRACER
50bp	804	1M250K	BRACER
50bp	694	1M250K	BRACER
50bp	790	1M250K	BRACER
50bp	767	1M250K	BRACER
50bp	701	1M250K	BRACER
50bp	716	1M250K	BRACER
50bp	687	1M250K	BRACER
50bp	800	1M250K	BRACER
50bp	809	1M250K	BRACER
50bp	834	1M250K	BRACER
50bp	827	1M250K	BRACER
50bp	839	1M250K	BRACER
50bp	794	1M250K	BRACER
50bp	804	1M250K	BRACER
50bp	676	1M250K	BRACER
50bp	805	1M250K	BRACER
50bp	710	1M250K	BRACER
50bp	808	1M250K	BRACER
50bp	636	1M250K	BRACER
50bp	637	1M250K	BRACER
50bp	665	1M250K	BRACER
50bp	666	1M250K	BRACER
50bp	832	1M250K	BRACER
25bp	83	1M250K	BRACER
25bp	88	1M250K	BRACER
25bp	74	1M250K	BRACER
25bp	78	1M250K	BRACER
25bp	78	1M250K	BRACER
25bp	80	1M250K	BRACER
25bp	80	1M250K	BRACER
25bp	76	1M250K	BRACER
25bp	67	1M250K	BRACER
25bp	66	1M250K	BRACER
25bp	83	1M250K	BRACER
25bp	84	1M250K	BRACER
25bp	75	1M250K	BRACER
25bp	85	1M250K	BRACER
25bp	73	1M250K	BRACER
25bp	72	1M250K	BRACER
25bp	71	1M250K	BRACER
25bp	76	1M250K	BRACER
25bp	87	1M250K	BRACER
25bp	89	1M250K	BRACER
25bp	71	1M250K	BRACER
25bp	92	1M250K	BRACER
25bp	74	1M250K	BRACER
25bp	70	1M250K	BRACER
25bp	72	1M250K	BRACER
25bp	86	1M250K	BRACER
25bp	72	1M250K	BRACER
25bp	63	1M250K	BRACER
25bp	96	1M250K	BRACER
25bp	67	1M250K	BRACER
25bp	77	1M250K	BRACER
25bp	70	1M250K	BRACER
25bp	80	1M250K	BRACER
25bp	88	1M250K	BRACER
25bp	82	1M250K	BRACER
25bp	85	1M250K	BRACER
25bp	87	1M250K	BRACER
25bp	84	1M250K	BRACER
25bp	81	1M250K	BRACER
25bp	70	1M250K	BRACER
100bp	93	1M250K	MIXCR
100bp	250	1M250K	MIXCR
100bp	235	1M250K	MIXCR
100bp	246	1M250K	MIXCR
100bp	249	1M250K	MIXCR
100bp	236	1M250K	MIXCR
100bp	245	1M250K	MIXCR
100bp	247	1M250K	MIXCR
100bp	216	1M250K	MIXCR
100bp	214	1M250K	MIXCR
100bp	234	1M250K	MIXCR
100bp	107	1M250K	MIXCR
100bp	231	1M250K	MIXCR
100bp	250	1M250K	MIXCR
100bp	240	1M250K	MIXCR
100bp	237	1M250K	MIXCR
100bp	235	1M250K	MIXCR
100bp	245	1M250K	MIXCR
100bp	275	1M250K	MIXCR
100bp	278	1M250K	MIXCR
100bp	251	1M250K	MIXCR
100bp	273	1M250K	MIXCR
100bp	85	1M250K	MIXCR
100bp	233	1M250K	MIXCR
100bp	255	1M250K	MIXCR
100bp	268	1M250K	MIXCR
100bp	228	1M250K	MIXCR
100bp	212	1M250K	MIXCR
100bp	252	1M250K	MIXCR
100bp	223	1M250K	MIXCR
100bp	254	1M250K	MIXCR
100bp	234	1M250K	MIXCR
100bp	258	1M250K	MIXCR
100bp	106	1M250K	MIXCR
100bp	257	1M250K	MIXCR
100bp	282	1M250K	MIXCR
100bp	281	1M250K	MIXCR
100bp	280	1M250K	MIXCR
100bp	279	1M250K	MIXCR
100bp	222	1M250K	MIXCR
75bp	71	1M250K	MIXCR
75bp	153	1M250K	MIXCR
75bp	137	1M250K	MIXCR
75bp	151	1M250K	MIXCR
75bp	147	1M250K	MIXCR
75bp	140	1M250K	MIXCR
75bp	146	1M250K	MIXCR
75bp	183	1M250K	MIXCR
75bp	172	1M250K	MIXCR
75bp	172	1M250K	MIXCR
75bp	186	1M250K	MIXCR
75bp	113	1M250K	MIXCR
75bp	195	1M250K	MIXCR
75bp	198	1M250K	MIXCR
75bp	194	1M250K	MIXCR
75bp	193	1M250K	MIXCR
75bp	195	1M250K	MIXCR
75bp	195	1M250K	MIXCR
75bp	218	1M250K	MIXCR
75bp	220	1M250K	MIXCR
75bp	192	1M250K	MIXCR
75bp	200	1M250K	MIXCR
75bp	110	1M250K	MIXCR
75bp	179	1M250K	MIXCR
75bp	189	1M250K	MIXCR
75bp	205	1M250K	MIXCR
75bp	185	1M250K	MIXCR
75bp	168	1M250K	MIXCR
75bp	215	1M250K	MIXCR
75bp	184	1M250K	MIXCR
75bp	193	1M250K	MIXCR
75bp	186	1M250K	MIXCR
75bp	196	1M250K	MIXCR
75bp	181	1M250K	MIXCR
75bp	62	1M250K	MIXCR
75bp	179	1M250K	MIXCR
75bp	180	1M250K	MIXCR
75bp	155	1M250K	MIXCR
75bp	153	1M250K	MIXCR
75bp	140	1M250K	MIXCR
50bp	58	1M250K	MIXCR
50bp	127	1M250K	MIXCR
50bp	110	1M250K	MIXCR
50bp	114	1M250K	MIXCR
50bp	114	1M250K	MIXCR
50bp	107	1M250K	MIXCR
50bp	109	1M250K	MIXCR
50bp	109	1M250K	MIXCR
50bp	101	1M250K	MIXCR
50bp	102	1M250K	MIXCR
50bp	109	1M250K	MIXCR
50bp	88	1M250K	MIXCR
50bp	114	1M250K	MIXCR
50bp	116	1M250K	MIXCR
50bp	113	1M250K	MIXCR
50bp	140	1M250K	MIXCR
50bp	142	1M250K	MIXCR
50bp	142	1M250K	MIXCR
50bp	149	1M250K	MIXCR
50bp	167	1M250K	MIXCR
50bp	152	1M250K	MIXCR
50bp	165	1M250K	MIXCR
50bp	84	1M250K	MIXCR
50bp	142	1M250K	MIXCR
50bp	142	1M250K	MIXCR
50bp	144	1M250K	MIXCR
50bp	140	1M250K	MIXCR
50bp	129	1M250K	MIXCR
50bp	160	1M250K	MIXCR
50bp	144	1M250K	MIXCR
50bp	151	1M250K	MIXCR
50bp	146	1M250K	MIXCR
50bp	86	1M250K	MIXCR
50bp	92	1M250K	MIXCR
50bp	86	1M250K	MIXCR
50bp	91	1M250K	MIXCR
50bp	96	1M250K	MIXCR
50bp	95	1M250K	MIXCR
50bp	126	1M250K	MIXCR
50bp	110	1M250K	MIXCR
25bp	121	1M250K	MIXCR
25bp	105	1M250K	MIXCR
25bp	101	1M250K	MIXCR
25bp	103	1M250K	MIXCR
25bp	107	1M250K	MIXCR
25bp	105	1M250K	MIXCR
25bp	106	1M250K	MIXCR
25bp	106	1M250K	MIXCR
25bp	94	1M250K	MIXCR
25bp	95	1M250K	MIXCR
25bp	99	1M250K	MIXCR
25bp	121	1M250K	MIXCR
25bp	97	1M250K	MIXCR
25bp	106	1M250K	MIXCR
25bp	105	1M250K	MIXCR
25bp	104	1M250K	MIXCR
25bp	103	1M250K	MIXCR
25bp	109	1M250K	MIXCR
25bp	116	1M250K	MIXCR
25bp	117	1M250K	MIXCR
25bp	110	1M250K	MIXCR
25bp	117	1M250K	MIXCR
25bp	115	1M250K	MIXCR
25bp	109	1M250K	MIXCR
25bp	110	1M250K	MIXCR
25bp	116	1M250K	MIXCR
25bp	101	1M250K	MIXCR
25bp	97	1M250K	MIXCR
25bp	109	1M250K	MIXCR
25bp	100	1M250K	MIXCR
25bp	110	1M250K	MIXCR
25bp	106	1M250K	MIXCR
25bp	111	1M250K	MIXCR
25bp	122	1M250K	MIXCR
25bp	112	1M250K	MIXCR
25bp	118	1M250K	MIXCR
25bp	119	1M250K	MIXCR
25bp	119	1M250K	MIXCR
25bp	117	1M250K	MIXCR
25bp	98	1M250K	MIXCR
100bp	167	1M250K	BASIC
100bp	184	1M250K	BASIC
100bp	152	1M250K	BASIC
100bp	166	1M250K	BASIC
100bp	160	1M250K	BASIC
100bp	140	1M250K	BASIC
100bp	163	1M250K	BASIC
100bp	138	1M250K	BASIC
100bp	182	1M250K	BASIC
100bp	191	1M250K	BASIC
100bp	169	1M250K	BASIC
100bp	173	1M250K	BASIC
100bp	153	1M250K	BASIC
100bp	160	1M250K	BASIC
100bp	148	1M250K	BASIC
100bp	149	1M250K	BASIC
100bp	208	1M250K	BASIC
100bp	193	1M250K	BASIC
100bp	150	1M250K	BASIC
100bp	202	1M250K	BASIC
100bp	184	1M250K	BASIC
100bp	149	1M250K	BASIC
100bp	222	1M250K	BASIC
100bp	127	1M250K	BASIC
100bp	161	1M250K	BASIC
100bp	144	1M250K	BASIC
100bp	164	1M250K	BASIC
100bp	188	1M250K	BASIC
100bp	174	1M250K	BASIC
100bp	180	1M250K	BASIC
100bp	183	1M250K	BASIC
100bp	178	1M250K	BASIC
100bp	170	1M250K	BASIC
100bp	140	1M250K	BASIC
100bp	127	1M250K	BASIC
100bp	161	1M250K	BASIC
100bp	144	1M250K	BASIC
100bp	164	1M250K	BASIC
100bp	188	1M250K	BASIC
100bp	174	1M250K	BASIC
75bp	152	1M250K	BASIC
75bp	163	1M250K	BASIC
75bp	122	1M250K	BASIC
75bp	142	1M250K	BASIC
75bp	142	1M250K	BASIC
75bp	131	1M250K	BASIC
75bp	141	1M250K	BASIC
75bp	122	1M250K	BASIC
75bp	146	1M250K	BASIC
75bp	186	1M250K	BASIC
75bp	145	1M250K	BASIC
75bp	161	1M250K	BASIC
75bp	124	1M250K	BASIC
75bp	131	1M250K	BASIC
75bp	124	1M250K	BASIC
75bp	164	1M250K	BASIC
75bp	166	1M250K	BASIC
75bp	173	1M250K	BASIC
75bp	132	1M250K	BASIC
75bp	180	1M250K	BASIC
75bp	136	1M250K	BASIC
75bp	132	1M250K	BASIC
75bp	183	1M250K	BASIC
75bp	111	1M250K	BASIC
75bp	152	1M250K	BASIC
75bp	119	1M250K	BASIC
75bp	147	1M250K	BASIC
75bp	177	1M250K	BASIC
75bp	163	1M250K	BASIC
75bp	155	1M250K	BASIC
75bp	152	1M250K	BASIC
75bp	154	1M250K	BASIC
75bp	147	1M250K	BASIC
75bp	121	1M250K	BASIC
75bp	152	1M250K	BASIC
75bp	119	1M250K	BASIC
75bp	147	1M250K	BASIC
75bp	177	1M250K	BASIC
75bp	163	1M250K	BASIC
75bp	155	1M250K	BASIC
50bp	112	1M250K	BASIC
50bp	131	1M250K	BASIC
50bp	99	1M250K	BASIC
50bp	113	1M250K	BASIC
50bp	116	1M250K	BASIC
50bp	101	1M250K	BASIC
50bp	130	1M250K	BASIC
50bp	108	1M250K	BASIC
50bp	121	1M250K	BASIC
50bp	123	1M250K	BASIC
50bp	122	1M250K	BASIC
50bp	132	1M250K	BASIC
50bp	100	1M250K	BASIC
50bp	99	1M250K	BASIC
50bp	105	1M250K	BASIC
50bp	112	1M250K	BASIC
50bp	142	1M250K	BASIC
50bp	150	1M250K	BASIC
50bp	108	1M250K	BASIC
50bp	147	1M250K	BASIC
50bp	114	1M250K	BASIC
50bp	90	1M250K	BASIC
50bp	147	1M250K	BASIC
50bp	91	1M250K	BASIC
50bp	107	1M250K	BASIC
50bp	107	1M250K	BASIC
50bp	118	1M250K	BASIC
50bp	137	1M250K	BASIC
50bp	130	1M250K	BASIC
50bp	118	1M250K	BASIC
50bp	122	1M250K	BASIC
50bp	111	1M250K	BASIC
50bp	113	1M250K	BASIC
50bp	98	1M250K	BASIC
50bp	114	1M250K	BASIC
50bp	90	1M250K	BASIC
50bp	147	1M250K	BASIC
50bp	137	1M250K	BASIC
50bp	130	1M250K	BASIC
50bp	118	1M250K	BASIC
25bp	88	1M250K	BASIC
25bp	95	1M250K	BASIC
25bp	75	1M250K	BASIC
25bp	86	1M250K	BASIC
25bp	90	1M250K	BASIC
25bp	73	1M250K	BASIC
25bp	85	1M250K	BASIC
25bp	72	1M250K	BASIC
25bp	83	1M250K	BASIC
25bp	98	1M250K	BASIC
25bp	84	1M250K	BASIC
25bp	90	1M250K	BASIC
25bp	80	1M250K	BASIC
25bp	77	1M250K	BASIC
25bp	81	1M250K	BASIC
25bp	82	1M250K	BASIC
25bp	102	1M250K	BASIC
25bp	101	1M250K	BASIC
25bp	76	1M250K	BASIC
25bp	108	1M250K	BASIC
25bp	71	1M250K	BASIC
25bp	62	1M250K	BASIC
25bp	80	1M250K	BASIC
25bp	91	1M250K	BASIC
25bp	71	1M250K	BASIC
25bp	63	1M250K	BASIC
25bp	110	1M250K	BASIC
25bp	71	1M250K	BASIC
25bp	82	1M250K	BASIC
25bp	71	1M250K	BASIC
25bp	78	1M250K	BASIC
25bp	99	1M250K	BASIC
25bp	84	1M250K	BASIC
25bp	92	1M250K	BASIC
25bp	93	1M250K	BASIC
25bp	89	1M250K	BASIC
25bp	90	1M250K	BASIC
25bp	76	1M250K	BASIC
25bp	78	1M250K	BASIC
25bp	99	1M250K	BASIC
100bp	2017	1M250K	BALDR
100bp	2081	1M250K	BALDR
100bp	1953	1M250K	BALDR
100bp	1920	1M250K	BALDR
100bp	1711	1M250K	BALDR
100bp	1696	1M250K	BALDR
100bp	1853	1M250K	BALDR
100bp	1946	1M250K	BALDR
100bp	1827	1M250K	BALDR
100bp	1560	1M250K	BALDR
100bp	2193	1M250K	BALDR
100bp	1947	1M250K	BALDR
100bp	1813	1M250K	BALDR
100bp	1735	1M250K	BALDR
100bp	1810	1M250K	BALDR
100bp	914	1M250K	BALDR
100bp	2126	1M250K	BALDR
100bp	2196	1M250K	BALDR
100bp	2136	1M250K	BALDR
100bp	2247	1M250K	BALDR
100bp	13390	1M250K	BALDR
100bp	10391	1M250K	BALDR
100bp	2018	1M250K	BALDR
100bp	13983	1M250K	BALDR
100bp	12989	1M250K	BALDR
100bp	16001	1M250K	BALDR
100bp	15763	1M250K	BALDR
100bp	15384	1M250K	BALDR
100bp	15223	1M250K	BALDR
100bp	8523	1M250K	BALDR
100bp	7257	1M250K	BALDR
100bp	8298	1M250K	BALDR
100bp	7028	1M250K	BALDR
100bp	2137	1M250K	BALDR
100bp	568	1M250K	BALDR
100bp	1638	1M250K	BALDR
100bp	1870	1M250K	BALDR
100bp	1828	1M250K	BALDR
100bp	1373	1M250K	BALDR
100bp	1857	1M250K	BALDR
75bp	484	1M250K	BALDR
75bp	432	1M250K	BALDR
75bp	299	1M250K	BALDR
75bp	254	1M250K	BALDR
75bp	472	1M250K	BALDR
75bp	321	1M250K	BALDR
75bp	491	1M250K	BALDR
75bp	481	1M250K	BALDR
75bp	238	1M250K	BALDR
75bp	223	1M250K	BALDR
75bp	600	1M250K	BALDR
75bp	319	1M250K	BALDR
75bp	298	1M250K	BALDR
75bp	440	1M250K	BALDR
75bp	448	1M250K	BALDR
75bp	597	1M250K	BALDR
75bp	613	1M250K	BALDR
75bp	555	1M250K	BALDR
75bp	609	1M250K	BALDR
75bp	478	1M250K	BALDR
75bp	416	1M250K	BALDR
75bp	524	1M250K	BALDR
75bp	580	1M250K	BALDR
75bp	707	1M250K	BALDR
75bp	266	1M250K	BALDR
75bp	606	1M250K	BALDR
75bp	316	1M250K	BALDR
75bp	364	1M250K	BALDR
75bp	594	1M250K	BALDR
75bp	293	1M250K	BALDR
75bp	397	1M250K	BALDR
75bp	289	1M250K	BALDR
75bp	286	1M250K	BALDR
75bp	703	1M250K	BALDR
75bp	335	1M250K	BALDR
75bp	346	1M250K	BALDR
75bp	632	1M250K	BALDR
75bp	547	1M250K	BALDR
75bp	292	1M250K	BALDR
75bp	329	1M250K	BALDR
50bp	325	1M250K	BALDR
50bp	252	1M250K	BALDR
50bp	115	1M250K	BALDR
50bp	565	1M250K	BALDR
50bp	217	1M250K	BALDR
50bp	261	1M250K	BALDR
50bp	151	1M250K	BALDR
50bp	284	1M250K	BALDR
50bp	131	1M250K	BALDR
50bp	162	1M250K	BALDR
50bp	214	1M250K	BALDR
50bp	254	1M250K	BALDR
50bp	159	1M250K	BALDR
50bp	139	1M250K	BALDR
50bp	141	1M250K	BALDR
50bp	171	1M250K	BALDR
50bp	171	1M250K	BALDR
50bp	191	1M250K	BALDR
50bp	451	1M250K	BALDR
50bp	168	1M250K	BALDR
50bp	206	1M250K	BALDR
50bp	209	1M250K	BALDR
50bp	203	1M250K	BALDR
50bp	130	1M250K	BALDR
50bp	144	1M250K	BALDR
50bp	174	1M250K	BALDR
50bp	172	1M250K	BALDR
50bp	181	1M250K	BALDR
50bp	255	1M250K	BALDR
50bp	151	1M250K	BALDR
50bp	201	1M250K	BALDR
50bp	156	1M250K	BALDR
50bp	143	1M250K	BALDR
50bp	4131	1M250K	BALDR
50bp	179	1M250K	BALDR
50bp	156	1M250K	BALDR
50bp	3775	1M250K	BALDR
50bp	166	1M250K	BALDR
50bp	3664	1M250K	BALDR
50bp	110	1M250K	BALDR
25bp	143	1M250K	BALDR
25bp	65	1M250K	BALDR
25bp	82	1M250K	BALDR
25bp	84	1M250K	BALDR
25bp	66	1M250K	BALDR
25bp	58	1M250K	BALDR
25bp	101	1M250K	BALDR
25bp	115	1M250K	BALDR
25bp	57	1M250K	BALDR
25bp	56	1M250K	BALDR
25bp	82	1M250K	BALDR
25bp	116	1M250K	BALDR
25bp	122	1M250K	BALDR
25bp	66	1M250K	BALDR
25bp	78	1M250K	BALDR
25bp	60	1M250K	BALDR
25bp	59	1M250K	BALDR
25bp	68	1M250K	BALDR
25bp	90	1M250K	BALDR
25bp	69	1M250K	BALDR
25bp	63	1M250K	BALDR
25bp	80	1M250K	BALDR
25bp	72	1M250K	BALDR
25bp	83	1M250K	BALDR
25bp	68	1M250K	BALDR
25bp	116	1M250K	BALDR
25bp	73	1M250K	BALDR
25bp	121	1M250K	BALDR
25bp	77	1M250K	BALDR
25bp	73	1M250K	BALDR
25bp	65	1M250K	BALDR
25bp	66	1M250K	BALDR
25bp	64	1M250K	BALDR
25bp	72	1M250K	BALDR
25bp	97	1M250K	BALDR
25bp	68	1M250K	BALDR
25bp	69	1M250K	BALDR
25bp	72	1M250K	BALDR
25bp	71	1M250K	BALDR
25bp	115	1M250K	BALDR
100bp	4620	1M250K	VDJpuzzle
100bp	4600	1M250K	VDJpuzzle
100bp	4598	1M250K	VDJpuzzle
100bp	4635	1M250K	VDJpuzzle
75bp	2700	1M250K	VDJpuzzle
75bp	2710	1M250K	VDJpuzzle
75bp	2697	1M250K	VDJpuzzle
75bp	2690	1M250K	VDJpuzzle
75bp	2710	1M250K	VDJpuzzle
50bp	2000	1M250K	VDJpuzzle
50bp	1990	1M250K	VDJpuzzle
50bp	1988	1M250K	VDJpuzzle
50bp	1979	1M250K	VDJpuzzle
50bp	2010	1M250K	VDJpuzzle
25bp	1166	1M250K	VDJpuzzle
25bp	1100	1M250K	VDJpuzzle
25bp	1118	1M250K	VDJpuzzle
25bp	1145	1M250K	VDJpuzzle
25bp	1200	1M250K	VDJpuzzle
100bp	25	1M250K	TRUST4
100bp	20	1M250K	TRUST4
100bp	25	1M250K	TRUST4
100bp	26	1M250K	TRUST4
100bp	25	1M250K	TRUST4
100bp	21	1M250K	TRUST4
100bp	31	1M250K	TRUST4
100bp	22	1M250K	TRUST4
100bp	26	1M250K	TRUST4
100bp	23	1M250K	TRUST4
100bp	22	1M250K	TRUST4
100bp	20	1M250K	TRUST4
100bp	21	1M250K	TRUST4
100bp	19	1M250K	TRUST4
100bp	19	1M250K	TRUST4
100bp	22	1M250K	TRUST4
100bp	20	1M250K	TRUST4
100bp	17	1M250K	TRUST4
100bp	25	1M250K	TRUST4
100bp	17	1M250K	TRUST4
100bp	20	1M250K	TRUST4
100bp	24	1M250K	TRUST4
100bp	25	1M250K	TRUST4
100bp	22	1M250K	TRUST4
100bp	17	1M250K	TRUST4
100bp	17	1M250K	TRUST4
100bp	17	1M250K	TRUST4
100bp	21	1M250K	TRUST4
100bp	24	1M250K	TRUST4
100bp	16	1M250K	TRUST4
100bp	19	1M250K	TRUST4
100bp	17	1M250K	TRUST4
75bp	45	1M250K	TRUST4
75bp	35	1M250K	TRUST4
75bp	9	1M250K	TRUST4
75bp	20	1M250K	TRUST4
75bp	28	1M250K	TRUST4
75bp	11	1M250K	TRUST4
75bp	31	1M250K	TRUST4
75bp	10	1M250K	TRUST4
75bp	54	1M250K	TRUST4
75bp	20	1M250K	TRUST4
75bp	49	1M250K	TRUST4
75bp	11	1M250K	TRUST4
75bp	35	1M250K	TRUST4
75bp	33	1M250K	TRUST4
75bp	36	1M250K	TRUST4
75bp	48	1M250K	TRUST4
75bp	54	1M250K	TRUST4
75bp	53	1M250K	TRUST4
75bp	19	1M250K	TRUST4
75bp	8	1M250K	TRUST4
75bp	10	1M250K	TRUST4
75bp	16	1M250K	TRUST4
75bp	29	1M250K	TRUST4
75bp	19	1M250K	TRUST4
75bp	58	1M250K	TRUST4
75bp	30	1M250K	TRUST4
75bp	52	1M250K	TRUST4
75bp	19	1M250K	TRUST4
75bp	55	1M250K	TRUST4
75bp	17	1M250K	TRUST4
75bp	42	1M250K	TRUST4
75bp	76	1M250K	TRUST4
50bp	95	1M250K	TRUST4
50bp	76	1M250K	TRUST4
50bp	95	1M250K	TRUST4
50bp	94	1M250K	TRUST4
50bp	88	1M250K	TRUST4
50bp	69	1M250K	TRUST4
50bp	73	1M250K	TRUST4
50bp	68	1M250K	TRUST4
50bp	76	1M250K	TRUST4
50bp	66	1M250K	TRUST4
50bp	66	1M250K	TRUST4
50bp	62	1M250K	TRUST4
50bp	64	1M250K	TRUST4
50bp	51	1M250K	TRUST4
50bp	51	1M250K	TRUST4
50bp	51	1M250K	TRUST4
50bp	51	1M250K	TRUST4
50bp	43	1M250K	TRUST4
50bp	59	1M250K	TRUST4
50bp	44	1M250K	TRUST4
50bp	54	1M250K	TRUST4
50bp	53	1M250K	TRUST4
50bp	60	1M250K	TRUST4
50bp	46	1M250K	TRUST4
50bp	38	1M250K	TRUST4
50bp	38	1M250K	TRUST4
50bp	37	1M250K	TRUST4
50bp	44	1M250K	TRUST4
50bp	49	1M250K	TRUST4
50bp	30	1M250K	TRUST4
50bp	30	1M250K	TRUST4
50bp	25	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	3	1M250K	TRUST4
25bp	4	1M250K	TRUST4
25bp	5	1M250K	TRUST4
25bp	4	1M250K	TRUST4
25bp	4	1M250K	TRUST4
25bp	3	1M250K	TRUST4
25bp	6	1M250K	TRUST4
25bp	4	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	5	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	6	1M250K	TRUST4
25bp	8	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	6	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	7	1M250K	TRUST4
25bp	9	1M250K	TRUST4
25bp	10	1M250K	TRUST4
25bp	11	1M250K	TRUST4
